School Year,School Authority Category,School Authority Name,School Authority Code,School Name,School Code,ECS,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Cecilia (Bilingual) Elementary School,8513,54,75,63,51,31,35,40,,,,,,,349
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Anthony,8515,,,,,25,29,27,,,,,,,81
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Gerard Bilingual School,8517,21,22,19,11,14,18,12,,,,,,,117
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Luke Bilingual Elementary School,8521,50,74,52,43,43,22,23,,,,,,,307
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Ecole St. Pius X School,8524,45,51,53,57,39,38,35,,,,,,,318
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Thomas Aquinas School,8527,32,15,19,33,27,38,,,,,,,,164
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Vincent De Paul Elementary Junior High School,8528,14,14,19,18,21,29,27,38,52,65,,,,297
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. William School,8529,31,27,42,19,28,19,24,,,,,,,190
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Monica School,8530,49,18,17,14,18,15,18,35,33,35,,,,252
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Dominic School,8531,39,46,57,42,48,41,60,,,,,,,333
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Boniface Elementary School,8532,30,28,30,24,29,32,31,,,,,,,204
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Catherine Elementary School,8533,58,24,23,18,21,12,18,,,,,,,174
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Henry Elementary School,8534,50,21,22,20,20,25,19,,,,,,,177
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Mark Elementary School,8536,69,35,41,40,35,27,38,,,,,,,285
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Sylvester School,8537,43,45,48,42,36,25,31,,,,,,,270
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Wilfrid Elementary School,8541,67,42,32,24,26,29,31,,,,,,,251
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Blessed Mother Teresa,8542,52,59,52,45,33,24,27,,,,,,,292
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Peter Elementary School,8543,55,38,43,48,33,36,48,,,,,,,301
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Thomas More School,8544,33,26,42,38,31,46,44,,,,,,,260
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Bede Elementary School,8545,95,101,90,95,93,102,79,,,,,,,655
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Jude School,8546,28,30,27,29,24,22,16,,,,,,,176
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Rita School,8547,25,41,32,27,16,24,17,,,,,,,182
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Rupert School,8548,32,35,27,32,24,36,21,,,,,,,207
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. John Paul II School,8549,44,77,56,53,62,39,47,,,,,,,378
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Damien School,8550,38,46,48,45,45,38,43,,,,,,,303
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Father Doucet School,8551,42,40,33,63,34,50,37,,,,,,,299
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Kateri Tekakwitha School,8552,38,38,49,56,50,53,46,,,,,,,330
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Mother Mary Greene School,8553,33,36,49,60,48,52,33,,,,,,,311
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Monsignor Neville Anderson School,8554,44,41,31,45,41,40,31,,,,,,,273
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Monsignor E. L. Doyle Elementary School,8555,31,31,48,47,46,47,31,,,,,,,281
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Maria Goretti Elementary School,8556,77,68,59,81,71,70,63,,,,,,,489
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Monsignor A. J. Hetherington Elementary School,8557,69,38,39,42,36,36,33,,,,,,,293
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,John Costello Catholic School,8558,57,90,95,87,80,84,76,,,,,,,569
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of the Assumption School,8701,35,43,37,37,52,45,47,43,47,31,,,,417
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Bishop Kidd School,8702,,,,,,,,96,108,101,,,,305
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Jean Brebeuf School,8703,,,,,,,,174,200,198,,,,572
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Cross Elementary Junior High School,8704,51,29,36,32,21,27,41,62,81,76,,,,456
2018_2019,Public,Calgary School District No. 19,3030,Dr. Gladys McKelvie Egbert,9350,,,,,,,122,112,114,94,,,,442
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Sacred Heart Elementary School,8705,21,41,35,29,27,16,13,,,,,,,182
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Alphonsus Elementary Junior High School,8706,26,29,32,27,31,29,23,48,58,53,,,,356
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Augustine Elementary Junior High School,8708,24,38,36,37,33,24,25,63,73,92,,,,445
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Bernadette School,8709,25,23,26,25,26,31,17,,,,,,,173
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Gregory School,8710,,,,,,,47,114,127,114,,,,402
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Helena School,8711,,,,,,,,140,148,132,,,,420
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. James Elementary Junior High School,8712,36,41,37,35,50,34,36,48,58,46,,,,421
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Joseph Elementary Junior High School,8713,32,48,46,37,29,38,41,65,61,57,,,,454
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Margaret School,8714,86,90,81,57,62,39,50,44,35,39,,,,583
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Matthew School,8716,27,25,39,40,41,43,30,126,131,124,,,,626
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Michael School,8717,44,55,43,36,34,41,34,71,75,63,,,,496
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Stephen School,8719,14,15,27,22,20,21,27,115,111,117,,,,489
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Bonaventure School,8721,,,,,,,,130,104,95,,,,329
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Rose of Lima Junior High School,8722,61,60,72,33,39,22,22,67,61,67,,,,504
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Cyril School,8723,11,27,24,16,31,24,21,30,27,41,,,,252
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Philip School,8724,76,70,92,52,51,50,41,,,,,,,432
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Martha School,8725,31,37,48,55,47,43,41,145,150,121,,,,718
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. John XXIII School,8726,64,39,55,31,46,40,44,125,128,128,,,,700
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Don Bosco School,8727,135,76,72,61,36,59,41,42,45,51,,,,618
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Madeleine D' Houet Bilingual School,8728,,,,,,,,110,111,83,,,,304
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Father James Whelihan,8729,42,49,42,48,45,52,52,133,120,114,,,,697
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Father Scollen School,8730,49,24,37,20,17,17,15,147,144,114,,,,584
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Blessed Cardinal Newman,8731,63,93,82,88,66,76,83,101,93,104,,,,849
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of Peace Elementary Junior High School,8732,38,44,54,51,46,46,70,87,101,96,,,,633
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Bishop Grandin High School,8901,,,,,,,,,,,508,458,500,1466
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Francis High School,8902,,,,,,,,,,,473,527,448,1448
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Father Lacombe School,8903,,,,,,,,,,,369,331,295,995
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Mary's High School,8904,,,,,,,,,,,367,302,321,990
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Bishop Carroll High School,8905,,,,,,,,,,,407,341,391,1139
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Anne Academic Centre,8906,,1,,1,,2,2,2,4,1,133,508,1368,2022
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Bishop McNally High School,8907,,,,,,,,,,,347,355,385,1087
2015_2016,Charter,Calgary Arts Academy Society,151,Calgary Arts Academy,1126,54,55,54,50,48,56,54,55,58,47,,,,531
2015_2016,Charter,Calgary Girls' School Society,152,Calgary Girls' School,1128,,,,,72,87,120,109,111,89,,,,588
2015_2016,Private,Society For Treatment of Autism (Calgary Region),9879,Society for Treatment of Autism,212,37,,,,,,,,,,,,,37
2015_2016,Private,The PREP Program - A Calgary Society to Promote Education for Individuals with Down Syndrome,9894,The PREP Program,230,13,,,,,,,,,,,,,13
2015_2016,Private,Montessori School of Calgary,9925,Montessori School of Calgary,254,22,5,11,4,7,,,,,,,,,49
2015_2016,Private,G.R.I.T. (Getting Ready for Inclusion Today) Calgary Society,9376,Getting Ready For Inclusion To,284,67,,,,,,,,,,,,,67
2015_2016,Private,Calgary French & International School Society,9632,Calgary French & International School,796,120,80,76,70,74,74,58,56,37,37,18,17,11,728
2015_2016,Private,The Calgary Society for Effective Education of Learning Disabled,9131,Calgary Academy Collegiate,1015,,,,,,6,10,7,5,13,16,11,13,81
2015_2016,Private,Calgary Urban Project Society,155,One World Child Development Centre,1162,42,,,,,,,,,,,,,42
2015_2016,Private,Access International College (Calgary) Incorporated,178,Access International College (Calgary) Inc.,1271,,,,,,,,,,,1,3,,4
2015_2016,Private,Khalsa School Calgary Educational Foundation,207,Khalsa School Calgary Educational Foundation,1383,39,62,46,49,50,41,26,26,26,23,,,,388
2015_2016,Private,Aurora Learning Foundation (Calgary),211,Aurora Learning Calgary,1397,,,,1,3,3,1,1,2,2,,1,2,16
2015_2016,Private,"Maria Montessori Education Centre of Calgary, Ltd.",212,Maria Montessori School,1410,31,27,23,21,14,12,7,7,,,,,,142
2015_2016,Private,Montessori Children's House Charity Foundation of Calgary,251,Montessori Children's House Academy Ltd #1,1586,7,,,,,,,,,,,,,7
2015_2016,Private,Montessori Children's House Charity Foundation of Calgary,251,Montessori Children's House Academy Ltd #2,1595,7,,,,,,,,,,,,,7
2015_2016,Private,Montessori Children's House Charity Foundation of Calgary,251,Montessori Children's House Academy Ltd #3,1596,23,,,,,,,,,,,,,23
2015_2016,Private,Calgary Early Learning Centre Association,271,Calgary Early Learning Centre,1736,21,,,,,,,,,,,,,21
2015_2016,Private,Calgary Urban Project Society,155,CUPS One World Child Development Centre,1976,12,,,,,,,,,,,,,12
2015_2016,Private,Calgary Chinese Alliance School Society,164,Calgary Chinese Alliance School,5001,,,,,,,,,,,1,,1,2
2015_2016,Private,Calgary Quest Children's Society,9795,Calgary Quest School,5398,16,2,9,5,8,10,8,7,21,13,11,19,26,155
2015_2016,Private,The Calgary Society for Effective Education of Learning Disabled,9131,Calgary Academy,9908,,,3,11,8,28,38,55,40,58,37,56,52,386
2015_2016,Private,The Calgary Jewish Academy,9633,Calgary Jewish Academy,9911,37,34,28,28,17,14,19,15,11,11,,,,214
2015_2016,Private,Calgary German Language School Society,9075,Language School-German Canadian Club,9925,,,,,,,,,,,,,1,1
2015_2016,Private,Centro Linguistico E Culturale Italiano Calgary,9076,Italian School of Calgary,9926,,,,,,,,,,2,1,,1,4
2015_2016,Private,Calgary Waldorf School Society,9224,Calgary Waldorf School,9949,36,43,26,26,24,26,23,21,13,11,,,,249
2015_2016,Private,Hellenic Society of Calgary and District,9278,Greek Community School,9957,,,,,,,,,,,1,1,,2
2015_2016,Private,The Calgary Chinese Public School Society,9296,Calgary Chinese Private School,9963,,,,,,,,,,,2,3,6,11
2015_2016,Private,The Canadian Reformed School Society of Calgary,9938,Tyndale Christian School,9984,8,3,8,5,11,9,5,2,9,12,5,5,4,86
2018_2019,Private,The PREP Program - A Calgary Society to Promote Education for Individuals with Down Syndrome,9894,The PREP Program,230,17,,,,,,,,,,,,,17
2018_2019,Public,Calgary School District No. 19,3030,Deer Run School,9265,41,55,48,50,52,41,54,,,,,,,341
2018_2019,Public,Calgary School District No. 19,3030,Nose Creek School,1674,,,,,144,177,145,151,154,159,,,,930
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Jude School,8546,25,19,21,22,30,24,26,,,,,,,167
2018_2019,Private,Khalsa School Calgary Educational Foundation,207,Khalsa School Calgary Educational Foundation,1383,43,42,42,43,65,40,35,38,27,26,,,,401
2018_2019,Public,Calgary School District No. 19,3030,Earl Grey School,9118,23,22,26,32,38,36,31,,,,,,,208
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Margaret School,8714,44,68,58,88,79,69,44,50,29,37,,,,566
2018_2019,Public,Calgary School District No. 19,3030,Glenmeadows School,9123,45,53,49,51,57,51,46,,,,,,,352
2018_2019,Public,Calgary School District No. 19,3030,Dr. Roberta Bondar School,2054,72,104,63,77,64,72,54,,,,,,,506
2018_2019,Public,Calgary School District No. 19,3030,Woodlands School,9371,31,38,33,44,50,30,38,,,,,,,264
2018_2019,Public,Calgary School District No. 19,3030,Dr. Oakley School,9630,,,,5,27,54,31,27,9,2,1,3,,159
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Bonaventure School,8721,,,,,,,,109,90,113,,,,312
2018_2019,Public,Calgary School District No. 19,3030,Killarney School,9104,52,62,57,53,48,36,32,,,,,,,340
2018_2019,Public,Calgary School District No. 19,3030,Mayland Heights School,9223,70,86,77,64,75,75,20,,,,,,,467
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Child School,2160,35,41,41,33,33,43,37,36,33,30,,,,362
2018_2019,Public,Calgary School District No. 19,3030,All Boys Alternative Program,1579,12,17,14,25,18,18,22,,,,,,,126
2018_2019,Public,Calgary School District No. 19,3030,Central Memorial High School,9823,,,,,,,,,,,387,388,419,1194
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Good Shepherd School,1462,57,60,69,85,93,107,95,76,,,,,,642
2018_2019,Public,Calgary School District No. 19,3030,Westgate School,9140,97,79,80,85,76,78,52,,,,,,,547
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Bishop O'Byrne High School,581,,,,,,,,,,,417,402,614,1433
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. James Elementary Junior High School,8712,34,25,27,31,35,38,32,57,42,40,,,,361
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Father Doucet School,8551,34,51,57,54,51,50,73,,,,,,,370
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Basil Elementary/Junior High School,1337,68,62,69,87,91,90,89,110,89,103,,,,858
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Martha School,8725,36,33,28,35,39,57,55,127,152,150,,,,712
2018_2019,Public,Calgary School District No. 19,3030,Lord Beaverbrook High School,9850,,,,,,,,,,,229,250,495,974
2018_2019,Public,Calgary School District No. 19,3030,Robert Thirsk School,1679,,,,,,,,,,,398,423,391,1212
2018_2019,Public,Calgary School District No. 19,3030,Abbeydale School,9376,43,45,37,52,42,53,,,,,,,,272
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Light of Christ Catholic School,1486,46,60,45,57,94,67,80,88,77,87,,,,701
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Wilfrid Elementary School,8541,73,36,44,30,45,58,40,,,,,,,326
2018_2019,Public,Calgary School District No. 19,3030,Peter Lougheed School,2068,,,,,,182,169,180,153,143,,,,827
2018_2019,Public,Calgary School District No. 19,3030,Highwood School,9217,70,73,68,67,58,,,,,,,,,336
2018_2019,Public,Calgary School District No. 19,3030,West Ridge School,2087,,,,,,172,166,150,153,97,,,,738
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Mother Mary Greene School,8553,35,38,31,34,43,38,26,,,,,,,245
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of the Assumption School,8701,34,30,34,33,36,34,39,46,50,44,,,,380
2018_2019,Public,Calgary School District No. 19,3030,Rosemont School,9231,28,18,35,35,34,33,32,,,,,,,215
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Teresa of Calcutta School,8542,51,61,57,45,54,34,32,,,,,,,334
2018_2019,Public,Calgary School District No. 19,3030,Westbrook Outreach,1260,,,,,,,,,,,6,31,237,274
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Dominic School,8531,21,30,33,35,35,46,43,,,,,,,243
2018_2019,Private,Calgary Urban Project Society,155,CUPS One World Child Development Centre,1976,12,,,,,,,,,,,,,12
2018_2019,Public,Calgary School District No. 19,3030,Queen Elizabeth High School,9806,,,,,,,,194,157,195,150,83,120,899
2018_2019,Public,Calgary School District No. 19,3030,Alex Munro School,9261,42,44,44,51,33,39,38,,,,,,,291
2018_2019,Public,Calgary School District No. 19,3030,Jennie Elliott School,9103,71,86,81,86,73,57,58,,,,,,,512
2018_2019,Public,Calgary School District No. 19,3030,Buffalo Rubbing Stone School,2029,97,139,110,108,89,,,,,,,,,543
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Trinity School,8506,22,25,21,27,29,25,30,,,,,,,179
2018_2019,Public,Calgary School District No. 19,3030,Rosedale School,9618,23,29,29,22,26,19,24,23,23,24,,,,242
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Sacred Heart Elementary School,8705,32,30,23,34,33,23,15,,,,,,,190
2018_2019,Public,Calgary School District No. 19,3030,Harold Panabaker School,9643,,,,,,25,14,68,105,59,,,,271
2018_2019,Public,Calgary School District No. 19,3030,Eric Harvie School,2031,83,93,110,75,78,,,,,,,,,439
2018_2019,Public,Calgary School District No. 19,3030,Janet Johnstone School,9270,79,99,91,95,93,,,,,,,,,457
2018_2019,Public,Calgary School District No. 19,3030,Hawkwood School,9273,70,90,72,93,112,93,86,,,,,,,616
2018_2019,Public,Calgary School District No. 19,3030,Maple Ridge School,9321,58,64,63,62,48,,,,,,,,,295
2018_2019,Public,Calgary School District No. 19,3030,Terry Fox School,9689,,,,,,,,142,117,125,,,,384
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Brigid,1119,41,44,44,51,55,56,52,71,57,66,,,,537
2018_2019,Public,Calgary School District No. 19,3030,Midsun School,348,,,,,,,,193,274,264,,,,731
2018_2019,Public,Calgary School District No. 19,3030,Wildwood School,9141,43,37,64,48,52,63,53,,,,,,,360
2018_2019,Public,Calgary School District No. 19,3030,McKenzie Highlands School,2055,,,,,66,136,153,125,98,97,,,,675
2018_2019,Public,Calgary School District No. 19,3030,Balmoral School,9601,,,,,,99,113,127,124,143,,,,606
2018_2019,Public,Calgary School District No. 19,3030,Arbour Lake Middle School,1330,,,,,,142,135,169,148,181,,,,775
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,John Costello Catholic School,8558,33,33,40,38,54,42,48,,,,,,,288
2018_2019,Public,Calgary School District No. 19,3030,Ernest Manning High School,9826,,,,,,,,,,,685,576,535,1796
2018_2019,Public,Calgary School District No. 19,3030,Annie Foote School,9377,91,106,83,74,98,65,52,,,,,,,569
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of Fatima,1226,70,68,77,77,84,80,85,,,,,,,541
2018_2019,Public,Calgary School District No. 19,3030,Marion Carson School,9241,88,86,88,95,90,56,50,,,,,,,553
2018_2019,Public,Calgary School District No. 19,3030,West Dalhousie School,9344,27,26,44,44,52,67,48,,,,,,,308
2018_2019,Public,Calgary School District No. 19,3030,Erin Woods School,9269,47,67,48,64,59,54,,,,,,,,339
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Monsignor J. J. O'Brien,589,61,65,66,52,61,61,73,105,113,122,,,,779
2018_2019,Public,Calgary School District No. 19,3030,Sunalta School,9368,37,44,44,50,43,48,41,,,,,,,307
2018_2019,Public,Calgary School District No. 19,3030,Royal Oak School,1519,119,115,128,122,,,,,,,,,,484
2018_2019,Private,Calgary Urban Project Society,155,One World Child Development Centre,1162,40,,,,,,,,,,,,,40
2018_2019,Public,Calgary School District No. 19,3030,Buchanan School,9207,27,39,33,28,16,25,26,,,,,,,194
2018_2019,Private,Calgary Academy Society,9131,Calgary Academy,9908,,1,2,13,28,30,48,41,63,71,53,38,51,439
2018_2019,Public,Calgary School District No. 19,3030,Radisson Park School,1334,42,50,32,51,44,38,,,,,,,,257
2018_2019,Public,Calgary School District No. 19,3030,Varsity Acres School,9238,72,90,81,76,88,73,78,,,,,,,558
2018_2019,Public,Calgary School District No. 19,3030,Prince of Wales School,9341,45,43,58,57,64,34,27,,,,,,,328
2018_2019,Public,Calgary School District No. 19,3030,F. E. Osborne School,9651,,,,,,,,170,129,141,,,,440
2018_2019,Public,Calgary School District No. 19,3030,Canyon Meadows School,9355,71,81,70,67,65,53,,,,,,,,407
2018_2019,Public,Calgary School District No. 19,3030,Dr. Gordon Higgins School,9346,,,,,,,,176,171,171,,,,518
2018_2019,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Timothy,1225,,,,,,,,78,61,77,66,52,60,394
2018_2019,Public,Calgary School District No. 19,3030,Bishop Pinkham School,9645,,,,,,,,161,147,150,,,,458
