School Year,School Authority Category,School Authority Name,School Authority Code,School Name,School Code,ECS,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
2015_2016,Public,Calgary School District No. 19,3030,Captain John Palliser School,9210,82,95,79,98,71,91,104,,,,,,,620
2015_2016,Public,Calgary School District No. 19,3030,Collingwood School,9212,89,87,99,81,80,75,,,,,,,,511
2015_2016,Public,Calgary School District No. 19,3030,Dr. E. W. Coffin School,9214,20,22,23,28,27,34,34,,,,,,,188
2015_2016,Public,Calgary School District No. 19,3030,Highwood School,9217,75,69,89,86,80,,,,,,,,,399
2015_2016,Public,Calgary School District No. 19,3030,Hillhurst School,9218,22,29,29,31,76,52,78,,,,,,,317
2015_2016,Public,Calgary School District No. 19,3030,Huntington Hills School,9219,25,33,37,30,38,29,35,,,,,,,227
2015_2016,Public,Calgary School District No. 19,3030,Mayland Heights School,9223,73,97,90,79,53,42,7,,,,,,,441
2015_2016,Public,Calgary School District No. 19,3030,Mount View School,9224,33,28,26,28,21,15,17,,,,,,,168
2015_2016,Public,Calgary School District No. 19,3030,North Haven School,9225,100,74,55,55,58,41,51,,,,,,,434
2015_2016,Public,Calgary School District No. 19,3030,Queen Elizabeth School,9227,57,55,50,38,40,40,35,,,,,,,315
2015_2016,Public,Calgary School District No. 19,3030,Rosemont School,9231,28,37,40,30,31,22,17,,,,,,,205
2015_2016,Public,Calgary School District No. 19,3030,Catherine Nichols Gunn School,9232,61,58,62,55,50,46,32,,,,,,,364
2015_2016,Public,Calgary School District No. 19,3030,Stanley Jones School,9233,31,49,35,27,54,63,75,62,57,44,,,,497
2015_2016,Public,Calgary School District No. 19,3030,Sunnyside School,9234,17,20,20,22,18,23,27,,,,,,,147
2015_2016,Public,Calgary School District No. 19,3030,Thorncliffe School,9235,109,71,20,28,18,16,12,,,,,,,274
2015_2016,Public,Calgary School District No. 19,3030,University School,9237,50,58,58,62,56,43,27,,,,,,,354
2015_2016,Public,Calgary School District No. 19,3030,Varsity Acres School,9238,78,99,88,89,81,56,71,,,,,,,562
2015_2016,Public,Calgary School District No. 19,3030,Vista Heights School,9239,32,22,19,27,22,15,13,,,,,,,150
2015_2016,Public,Calgary School District No. 19,3030,Dalhousie School,9240,79,87,99,123,102,92,,,,,,,,582
2015_2016,Public,Calgary School District No. 19,3030,Marion Carson School,9241,89,96,90,60,51,52,53,,,,,,,491
2015_2016,Public,Calgary School District No. 19,3030,Dr. J. K. Mulloy School,9242,105,93,95,83,93,,,,,,,,,469
2015_2016,Public,Calgary School District No. 19,3030,Roland Michener School,9250,50,43,35,34,35,40,,,,,,,,237
2015_2016,Public,Calgary School District No. 19,3030,Silver Springs School,9256,37,40,38,22,35,34,27,,,,,,,233
2015_2016,Public,Calgary School District No. 19,3030,W.O. Mitchell School,9257,82,92,98,30,18,31,26,,,,,,,377
2015_2016,Public,Calgary School District No. 19,3030,Alex Munro School,9261,58,70,85,81,44,31,33,,,,,,,402
2015_2016,Public,Calgary School District No. 19,3030,Deer Run School,9265,54,58,64,52,40,47,43,,,,,,,358
2015_2016,Public,Calgary School District No. 19,3030,Woodbine School,9266,62,50,67,59,60,44,52,,,,,,,394
2015_2016,Public,Calgary School District No. 19,3030,Sundance School,9267,99,85,86,87,66,49,32,,,,,,,504
2015_2016,Public,Calgary School District No. 19,3030,Erin Woods School,9269,69,72,62,68,57,56,,,,,,,,384
2015_2016,Public,Calgary School District No. 19,3030,Janet Johnstone School,9270,116,116,116,91,98,,,,,,,,,537
2015_2016,Public,Calgary School District No. 19,3030,O.S. Geiger School,9271,56,66,75,48,55,75,44,,,,,,,419
2015_2016,Public,Calgary School District No. 19,3030,Hawkwood School,9273,77,110,89,92,93,72,83,,,,,,,616
2015_2016,Public,Calgary School District No. 19,3030,Acadia School,9300,114,119,111,84,94,,,,,,,,,522
2015_2016,Public,Calgary School District No. 19,3030,Braeside School,9305,35,34,31,28,30,36,32,,,,,,,226
2015_2016,Public,Calgary School District No. 19,3030,Chinook Park School,9306,79,83,90,83,66,65,63,,,,,,,529
2015_2016,Public,Calgary School District No. 19,3030,Ethel M. Johnson School,9310,50,68,64,55,52,94,69,,,,,,,452
2015_2016,Public,Calgary School District No. 19,3030,Eugene Coste School,9311,89,63,42,,,,,,,,,,,194
2015_2016,Public,Calgary School District No. 19,3030,Haysboro School,9316,24,28,27,30,25,28,19,,,,,,,181
2015_2016,Public,Calgary School District No. 19,3030,Keeler School,9318,52,49,52,48,46,46,,,,,,,,293
2015_2016,Public,Calgary School District No. 19,3030,Le Roi Daniels School,9320,112,106,111,107,109,,,,,,,,,545
2015_2016,Public,Calgary School District No. 19,3030,Maple Ridge School,9321,92,107,81,102,63,,,,,,,,,445
2015_2016,Public,Calgary School District No. 19,3030,Marlborough School,9322,36,35,32,29,33,39,,,,,,,,204
2015_2016,Public,Calgary School District No. 19,3030,Patrick Airlie School,9327,45,31,33,23,17,21,,,,,,,,170
2015_2016,Public,Calgary School District No. 19,3030,Valley View School,9330,58,44,40,46,45,29,,,,,,,,262
2015_2016,Public,Calgary School District No. 19,3030,Willow Park School,9331,,,,,,90,121,150,147,148,,,,656
2015_2016,Public,Calgary School District No. 19,3030,Nellie McClung School,9333,63,59,62,47,57,52,42,,,,,,,382
2015_2016,Public,Calgary School District No. 19,3030,Lake Bonavista School,9334,83,57,69,61,41,26,20,,,,,,,357
2015_2016,Public,Calgary School District No. 19,3030,Andrew Sibbald School,9336,122,129,108,97,81,,,,,,,,,537
2015_2016,Public,Calgary School District No. 19,3030,Cedarbrae School,9338,43,36,44,35,37,34,32,,,,,,,261
2015_2016,Public,Calgary School District No. 19,3030,Chris Akkerman School,9339,106,104,105,107,103,107,,,,,,,,632
2015_2016,Public,Calgary School District No. 19,3030,Prince of Wales School,9341,40,68,60,65,70,42,47,,,,,,,392
2015_2016,Public,Calgary School District No. 19,3030,Guy Weadick School,9343,86,93,94,59,48,49,28,,,,,,,457
2015_2016,Public,Calgary School District No. 19,3030,West Dalhousie School,9344,31,49,57,39,57,57,44,,,,,,,334
2015_2016,Public,Calgary School District No. 19,3030,Dr. Gordon Higgins School,9346,,,,,,,,144,181,145,,,,470
2015_2016,Public,Calgary School District No. 19,3030,Douglas Harkness School,9347,46,37,45,50,34,33,29,,,,,,,274
2015_2016,Public,Calgary School District No. 19,3030,Colonel J. Fred Scott School,9348,73,82,73,75,69,71,75,,,,,,,518
2015_2016,Public,Calgary School District No. 19,3030,Dr. Gladys McKelvie Egbert,9350,,,,,,,85,99,111,84,,,,379
2015_2016,Public,Calgary School District No. 19,3030,G.W. Skene School,9351,,,,80,59,61,,,,,,,,200
2015_2016,Public,Calgary School District No. 19,3030,Cappy Smart School,9353,25,31,33,24,37,32,3,,,,,,,185
2015_2016,Public,Calgary School District No. 19,3030,Sam Livingston School,9354,108,117,115,81,81,,,,,,,,,502
2015_2016,Public,Calgary School District No. 19,3030,Canyon Meadows School,9355,72,73,82,116,101,,,,,,,,,444
2015_2016,Public,Calgary School District No. 19,3030,Penbrooke Meadows School,9356,33,32,37,27,43,39,,,,,,,,211
2015_2016,Public,Calgary School District No. 19,3030,West Dover School,9357,51,44,56,33,37,33,,,,,,,,254
2015_2016,Public,Calgary School District No. 19,3030,Rundle School,9358,85,110,89,86,74,60,72,,,,,,,576
2015_2016,Public,Calgary School District No. 19,3030,Pineridge School,9360,35,42,50,32,45,43,26,,,,,,,273
2015_2016,Public,Calgary School District No. 19,3030,Chief Justice Milvain School,9361,80,85,94,92,84,78,29,,,,,,,542
2015_2016,Public,Calgary School District No. 19,3030,Haultain Memorial School,9362,71,36,33,26,41,30,30,,,,,,,267
2015_2016,Public,Calgary School District No. 19,3030,Midnapore School,9363,83,87,74,72,58,39,35,,,,,,,448
2015_2016,Public,Calgary School District No. 19,3030,James Short Memorial School,9364,149,76,81,,,,,,,,,,,306
2015_2016,Public,Calgary School District No. 19,3030,Sunalta School,9368,42,40,49,49,50,46,45,,,,,,,321
2015_2016,Public,Calgary School District No. 19,3030,Banting and Best School,9369,60,53,52,59,,,,,,,,,,224
2015_2016,Public,Calgary School District No. 19,3030,Woodlands School,9371,42,52,36,41,32,45,34,,,,,,,282
2015_2016,Public,Calgary School District No. 19,3030,Beddington Heights School,9372,76,67,60,65,73,47,60,,,,,,,448
2015_2016,Public,Calgary School District No. 19,3030,Cecil Swanson School,9373,66,71,48,45,61,50,40,,,,,,,381
2015_2016,Public,Calgary School District No. 19,3030,Ranchlands School,9374,46,64,70,47,65,51,53,,,,,,,396
2015_2016,Public,Calgary School District No. 19,3030,Falconridge School,9375,74,81,88,77,62,60,51,,,,,,,493
2015_2016,Public,Calgary School District No. 19,3030,Abbeydale School,9376,60,55,52,48,46,41,,,,,,,,302
2015_2016,Public,Calgary School District No. 19,3030,Annie Foote School,9377,71,78,66,66,48,66,52,,,,,,,447
2015_2016,Public,Calgary School District No. 19,3030,Grant MacEwan School,9378,84,92,106,118,89,75,72,,,,,,,636
2015_2016,Public,Calgary School District No. 19,3030,Edgemont School,9379,106,98,92,125,100,98,100,,,,,,,719
2015_2016,Public,Calgary School District No. 19,3030,Olympic Heights School,9382,96,119,120,100,103,109,104,,,,,,,751
2015_2016,Public,Calgary School District No. 19,3030,Simons Valley School,9383,99,114,99,120,93,94,88,,,,,,,707
2015_2016,Public,Calgary School District No. 19,3030,Fish Creek School,9384,87,89,95,96,80,98,109,,,,,,,654
2015_2016,Public,Calgary School District No. 19,3030,McKenzie Lake School,9385,105,136,96,104,88,,,,,,,,,529
2015_2016,Public,Calgary School District No. 19,3030,Riverbend School,9386,62,70,68,55,43,41,44,,,,,,,383
2015_2016,Public,Calgary School District No. 19,3030,W.H.Cushing Workplace School,9387,26,10,15,14,,,,,,,,,,65
2015_2016,Public,Calgary School District No. 19,3030,Calgary Home Education,9425,,24,32,34,30,29,29,21,20,13,,1,,233
2015_2016,Public,Calgary School District No. 19,3030,Young Adult Program,9512,,,,,,,,,1,3,6,6,10,26
2015_2016,Public,Calgary School District No. 19,3030,AADAC Youth Services,9573,,,,,,,,,,,,1,2,3
2015_2016,Public,Calgary School District No. 19,3030,Project Trust,9599,,,,,,,,,,,,5,17,22
2015_2016,Public,Calgary School District No. 19,3030,Balmoral School,9601,,,,,,123,139,114,113,128,,,,617
2015_2016,Public,Calgary School District No. 19,3030,Colonel Walker School,9602,20,17,13,23,14,20,4,,,,,,,111
2015_2016,Public,Calgary School District No. 19,3030,John Ware School,9603,,,,,,,,119,110,161,,,,390
2015_2016,Public,Calgary School District No. 19,3030,King George School,9608,104,94,78,80,75,54,38,,,,,,,523
2015_2016,Public,Calgary School District No. 19,3030,Langevin School,9609,44,51,51,79,55,54,54,93,86,87,,,,654
2015_2016,Public,Calgary School District No. 19,3030,Rideau Park School,9610,31,25,26,31,21,30,21,85,70,74,,,,414
2015_2016,Public,Calgary School District No. 19,3030,Thomas B Riley School,9611,,,,,,108,79,158,125,104,,,,574
2015_2016,Public,Calgary School District No. 19,3030,Ian Bazalgette School,9613,,,,,,,116,115,122,110,,,,463
2015_2016,Public,Calgary School District No. 19,3030,Rosedale School,9618,21,24,27,28,30,27,20,29,34,30,,,,270
2015_2016,Public,Calgary School District No. 19,3030,Colonel Macleod School,9620,,,,,141,98,107,98,100,82,,,,626
2015_2016,Public,Calgary School District No. 19,3030,Branton School,9621,,,,,,,,253,232,235,,,,720
2015_2016,Public,Calgary School District No. 19,3030,Colonel Irvine School,9622,,,,,,136,140,154,127,113,,,,670
2015_2016,Public,Calgary School District No. 19,3030,Bob Edwards School,9623,,,,,,,87,90,106,119,,,,402
2015_2016,Public,Calgary School District No. 19,3030,Louis Riel School,9625,58,69,66,66,105,117,105,110,106,51,,,,853
2015_2016,Public,Calgary School District No. 19,3030,Louise Dean School,9626,,,,,,,,,,1,29,36,68,134
2015_2016,Public,Calgary School District No. 19,3030,Elboya School,9627,40,48,52,40,40,71,89,91,76,75,,,,622
2015_2016,Public,Calgary School District No. 19,3030,Vincent Massey School,9628,,,,,,,,249,259,284,,,,792
2015_2016,Public,Calgary School District No. 19,3030,Dr. Oakley School,9630,,,,5,25,45,34,13,12,2,,,,136
2015_2016,Public,Calgary School District No. 19,3030,Woodman School,9631,,,,,,70,66,151,170,143,,,,600
2015_2016,Public,Calgary School District No. 19,3030,Sherwood School,9632,,,,,40,49,37,103,94,83,,,,406
2015_2016,Public,Calgary School District No. 19,3030,Fairview School,9633,,,,,,179,187,200,177,162,,,,905
2015_2016,Public,Calgary School District No. 19,3030,Georges P. Vanier School,9635,,,,,,,,160,188,156,,,,504
2015_2016,Public,Calgary School District No. 19,3030,A. E. Cross School,9638,,,,,,,,176,168,157,,,,501
2015_2016,Public,Calgary School District No. 19,3030,Mount Royal School,9639,,,,,,,,78,84,62,,,,224
2015_2016,Public,Calgary School District No. 19,3030,Senator Patrick Burns School,9640,,,,,,,142,143,148,119,,,,552
2015_2016,Public,Calgary School District No. 19,3030,David Thompson School,9641,,,,,,144,126,127,120,123,,,,640
2015_2016,Public,Calgary School District No. 19,3030,Harold Panabaker School,9643,,,,,,21,28,131,133,135,,,,448
2015_2016,Public,Calgary School District No. 19,3030,Ernest Morrow School,9644,,,,,,,205,173,175,171,,,,724
2015_2016,Public,Calgary School District No. 19,3030,Bishop Pinkham School,9645,,,,,,,91,233,154,158,,,,636
2015_2016,Public,Calgary School District No. 19,3030,Simon Fraser School,9646,,,,,,117,84,161,176,161,,,,699
2015_2016,Public,Calgary School District No. 19,3030,Sir Wilfrid Laurier School,9648,,,,,,,130,99,86,127,,,,442
2015_2016,Public,Calgary School District No. 19,3030,Sir John Franklin School,9649,,,,,,21,52,110,124,126,,,,433
2015_2016,Public,Calgary School District No. 19,3030,F. E. Osborne School,9651,,,,,,,,146,129,133,,,,408
2015_2016,Public,Calgary School District No. 19,3030,Sir John A Macdonald School,9652,,,,,,,,193,210,233,,,,636
2015_2016,Public,Calgary School District No. 19,3030,R. T. Alderman School,9653,,,,,,149,134,143,82,63,,,,571
2015_2016,Public,Calgary School District No. 19,3030,Nickle School,9654,,,,,,98,108,141,157,158,,,,662
2015_2016,Public,Calgary School District No. 19,3030,Robert Warren School,9655,,,,,,84,61,67,53,49,,,,314
2015_2016,Public,Calgary School District No. 19,3030,H. D. Cartwright School,9660,,,,,,,,126,125,146,,,,397
2015_2016,Public,Calgary School District No. 19,3030,Clarence Sansom School,9682,,,,,,,,161,136,146,,,,443
2015_2016,Public,Calgary School District No. 19,3030,Wilma Hansen School,9685,,,,,,,,100,96,101,,,,297
2015_2016,Public,Calgary School District No. 19,3030,Annie Gale School,9686,,,,,,,60,182,165,123,,,,530
2015_2016,Public,Calgary School District No. 19,3030,West View School,9687,,,,,,,,,2,1,12,25,35,75
2015_2016,Public,Calgary School District No. 19,3030,Terry Fox School,9689,,,,,,,,169,192,178,,,,539
2015_2016,Public,Calgary School District No. 19,3030,Tom Baines School,9690,,,,,,,,215,220,237,,,,672
2015_2016,Public,Calgary School District No. 19,3030,Queen Elizabeth High School,9806,,,,,,,,147,134,164,137,115,106,803
2015_2016,Public,Calgary School District No. 19,3030,Forest Lawn High School,9813,,,,,,,,,,,373,403,532,1308
2015_2016,Public,Calgary School District No. 19,3030,Crescent Heights High School,9815,,,,,,,,,,,659,643,583,1885
2015_2016,Public,Calgary School District No. 19,3030,Western Canada High School,9816,,,,,,,,,,,624,610,594,1828
2015_2016,Public,Calgary School District No. 19,3030,Chinook Learning Services,9817,,,,,,,,,,,,13,2124,2137
2015_2016,Public,Calgary School District No. 19,3030,Central Memorial High School,9823,,,,,,,,,,,271,227,316,814
2015_2016,Public,Calgary School District No. 19,3030,James Fowler High School,9825,,,,,,,,,,,564,383,455,1402
2015_2016,Public,Calgary School District No. 19,3030,Ernest Manning High School,9826,,,,,,,,,,,565,530,543,1638
2015_2016,Public,Calgary School District No. 19,3030,William Aberhart High School,9829,,,,,,,,,,,469,491,499,1459
2015_2016,Public,Calgary School District No. 19,3030,National Sport School,9830,,,,,,,,,,28,48,37,43,156
2015_2016,Public,Calgary School District No. 19,3030,Henry Wise Wood High School,9836,,,,,,,,,,,361,337,373,1071
2015_2016,Public,Calgary School District No. 19,3030,Bowness High School,9847,,,,,,,,,,,215,209,212,636
2015_2016,Public,Calgary School District No. 19,3030,Lord Beaverbrook High School,9850,,,,,,,,,,,578,489,590,1657
2015_2016,Public,Calgary School District No. 19,3030,Jack James High School,9856,,,,,,,,,,,116,126,201,443
2015_2016,Public,Calgary School District No. 19,3030,Sir Winston Churchill High School,9857,,,,,,,,,,,726,626,651,2003
2015_2016,Public,Calgary School District No. 19,3030,Dr. E. P. Scarlett High School,9858,,,,,,,,,,,515,523,529,1567
2015_2016,Public,Calgary School District No. 19,3030,John G Diefenbaker High School,9860,,,,,,,,,,,461,406,494,1361
2015_2016,Public,Calgary School District No. 19,3030,Alternative High School,9863,,,,,,,,,,3,12,22,45,82
2015_2016,Public,Calgary School District No. 19,3030,Lester B. Pearson High School,9865,,,,,,,,,,,552,495,515,1562
2015_2016,Public,Calgary School District No. 19,3030,Discovering Choices,9868,,,,,,,,,,,8,48,477,533
2015_2016,Public,Calgary School District No. 19,3030,Dr. Gordon Townsend School,9886,,2,2,3,2,1,3,3,3,1,1,2,2,25
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Monsignor J. S. Smith School,313,67,64,67,80,70,66,89,71,83,80,,,,737
